"year","degree","padeg","madeg","spdeg","sex","ompop","income","rincome","speduc","maeduc","id","commute","industry","sibs","childs","age","educ","paeduc","ballot"
2012,1,7,2,7,1,2,12,9,97,15,1584,-1,0,4,0,25,12,97,3
2012,4,0,0,4,1,2,12,12,18,6,1585,-1,0,1,0,37,18,9,2
2012,0,0,0,0,2,2,12,12,8,8,1586,-1,0,3,4,59,8,8,2
2012,4,0,0,7,2,1,12,12,97,10,1587,-1,0,3,0,61,20,8,2
2012,2,4,1,7,1,1,9,0,97,14,1588,-1,0,6,0,61,14,18,3
2012,1,4,2,7,2,5,12,11,97,14,1589,-1,0,2,0,25,15,18,2
2012,4,1,1,7,1,1,11,9,97,12,1590,-1,0,1,0,63,18,13,1
2012,1,8,0,7,2,1,10,10,97,9,1591,-1,0,4,2,54,12,98,3
2012,0,7,0,0,1,6,11,11,6,0,1592,-1,0,3,4,39,9,97,2
2012,0,0,0,7,2,2,9,0,97,12,1593,-1,0,3,6,69,12,12,3
2012,1,0,0,0,2,3,11,5,11,6,1594,-1,0,4,0,28,12,9,1
2012,1,1,1,2,2,2,12,0,14,12,1595,-1,0,1,3,29,12,98,2
2012,1,4,8,1,2,3,12,0,13,98,1596,-1,0,1,4,85,12,12,3
2012,0,1,2,7,2,2,11,10,97,14,1597,-1,0,7,1,31,11,13,3
2012,4,0,0,7,2,4,12,2,97,3,1598,-1,0,15,3,34,19,1,1
2012,0,0,0,7,2,6,9,0,97,6,1599,-1,0,2,4,37,6,6,2
2012,0,0,0,0,2,3,13,13,5,0,1600,-1,0,8,5,46,2,0,1
2012,1,0,0,7,2,3,10,0,97,9,1601,-1,0,4,0,30,16,8,2
2012,1,0,0,7,2,1,10,0,97,8,1602,-1,0,6,2,75,12,3,2
2012,0,7,0,1,1,2,12,12,12,4,1603,-1,0,5,3,55,5,97,2
2012,4,7,0,2,1,2,12,12,14,8,1604,-1,0,2,2,48,19,97,1
2012,1,0,0,7,1,1,9,0,97,2,1605,-1,0,9,3,82,14,2,3
2012,0,0,1,7,1,4,3,0,97,12,1606,-1,0,2,0,53,11,11,2
2012,0,0,0,0,2,4,98,0,3,0,1607,-1,0,5,2,32,6,3,1
2012,1,0,2,0,2,6,12,12,11,14,1608,-1,0,10,2,32,13,11,2
2012,1,1,1,7,2,8,11,0,97,14,1609,-1,0,2,4,31,12,12,2
2012,1,0,0,7,2,2,12,9,97,0,1610,-1,0,8,2,25,13,0,3
2012,0,0,3,7,2,3,8,4,97,16,1611,-1,0,10,4,44,11,12,1
2012,0,1,1,7,1,1,11,0,97,12,1612,-1,0,2,3,54,7,12,3
2012,1,0,0,0,2,4,10,0,9,5,1613,-1,0,5,2,30,15,5,2
2012,1,7,1,0,1,2,9,0,13,12,1614,-1,0,1,5,76,12,97,1
2012,1,1,1,7,1,1,2,2,97,98,1615,-1,0,3,0,48,16,12,2
2012,0,0,0,7,1,5,10,11,97,6,1616,-1,0,4,0,33,6,6,1
2012,1,7,0,0,1,4,10,0,3,3,1617,-1,0,1,2,26,15,97,3
2012,1,2,0,7,1,4,7,9,97,9,1618,-1,0,9,3,26,12,14,1
2012,0,7,1,7,2,2,9,9,97,13,1619,-1,0,3,0,18,11,97,2
2012,1,0,1,7,1,2,6,0,97,12,1620,-1,0,4,3,61,12,8,1
2012,1,7,0,7,1,1,8,0,97,8,1621,-1,0,6,4,57,11,97,2
2012,3,1,2,3,2,2,12,12,17,14,1622,-1,0,9,2,36,18,98,1
2012,0,1,1,1,1,5,12,12,12,10,1623,-1,0,3,3,33,11,10,2
2012,0,0,0,1,2,5,12,10,14,0,1624,-1,0,10,6,50,4,98,3
2012,1,1,1,7,2,1,9,0,97,12,1625,-1,0,4,1,65,14,12,1
2012,0,0,0,7,2,5,10,0,97,11,1626,-1,0,9,4,50,11,7,2
2012,0,0,0,0,2,5,12,0,6,0,1627,-1,0,5,6,48,3,0,3
2012,0,0,8,7,1,3,12,0,97,98,1628,-1,0,16,3,80,12,0,1
2012,1,0,0,8,2,2,10,0,12,9,1629,-1,0,4,1,80,12,98,3
2012,1,8,8,1,2,2,12,98,13,98,1630,-1,0,6,2,70,12,98,1
2012,1,0,0,7,2,1,9,0,97,7,1631,-1,0,4,3,76,12,98,3
2012,1,0,1,7,2,2,12,12,97,12,1632,-1,0,2,0,69,14,8,1
2012,3,4,3,2,1,4,12,98,14,16,1633,-1,0,1,2,47,16,18,3
2012,2,0,1,1,1,2,12,12,12,10,1634,-1,0,4,2,68,14,8,2
2012,1,0,7,7,2,1,12,0,97,97,1635,-1,0,3,2,79,12,8,1
2012,3,7,3,7,2,1,7,7,97,16,1636,-1,0,2,1,67,16,97,1
2012,1,1,1,7,2,1,11,0,97,12,1637,-1,0,2,0,62,14,12,3
2012,1,1,1,7,2,2,9,0,97,10,1638,-1,0,3,2,58,12,12,2
2012,1,2,3,7,2,5,12,0,97,16,1639,-1,0,2,0,19,13,14,3
2012,3,1,1,1,1,5,12,10,10,15,1640,-1,0,2,3,35,17,11,1
2012,1,0,8,7,2,6,4,0,97,98,1641,-1,0,4,0,36,12,98,2
2012,1,0,0,1,1,2,13,13,12,6,1642,-1,0,3,2,86,12,98,1
2012,1,1,1,3,2,2,12,12,18,12,1643,-1,0,2,1,63,14,12,3
2012,1,7,1,7,1,1,8,0,97,12,1644,-1,0,1,0,22,14,97,3
2012,2,3,2,7,2,2,13,13,97,14,1645,-1,0,1,0,23,15,16,2
2012,1,1,4,7,2,1,1,0,97,18,1646,-1,0,2,0,19,13,14,1
2012,3,1,1,1,2,5,12,11,11,13,1647,-1,0,4,3,51,18,14,1
2012,0,7,0,0,1,2,9,0,8,98,1648,-1,0,1,0,82,8,97,2
2012,2,1,1,7,1,2,12,11,97,12,1649,-1,0,1,0,27,15,12,1
2012,1,1,1,1,1,2,12,11,12,12,1650,-1,0,3,2,68,12,12,3
2012,1,3,1,7,2,3,12,9,97,14,1651,-1,0,5,0,23,14,16,2
2012,1,1,1,1,1,4,12,0,12,12,1652,-1,0,5,2,38,13,14,1
2012,4,1,1,1,2,2,12,0,14,12,1653,-1,0,1,2,65,20,12,1
2012,1,1,2,7,1,2,12,0,97,12,1654,-1,0,5,5,72,12,12,1
2012,0,0,0,7,1,1,9,0,97,98,1655,-1,0,3,4,80,9,98,3
2012,1,0,7,1,2,2,12,12,12,97,1656,-1,0,1,2,34,12,8,1
2012,1,7,1,7,1,3,10,0,97,12,1657,-1,0,4,1,56,13,97,1
2012,1,0,0,1,2,2,12,0,12,0,1658,-1,0,7,4,57,12,3,1
2012,3,0,3,7,1,1,13,13,97,17,1659,-1,0,1,0,61,16,8,2
2012,1,7,0,1,1,2,98,0,98,10,1660,-1,0,10,3,53,10,97,3
2012,1,7,8,1,1,2,12,0,12,98,1661,-1,0,3,1,79,12,97,1
2012,0,8,0,7,2,1,9,8,97,10,1662,-1,0,1,0,46,8,98,2
2012,2,1,3,3,2,4,13,0,16,16,1663,-1,0,3,2,45,15,12,1
2012,0,3,1,7,2,1,7,0,97,12,1664,-1,0,3,2,50,8,16,2
2012,1,7,1,7,1,1,9,9,97,98,1665,-1,0,1,2,63,12,97,1
2012,1,7,1,7,2,1,10,0,97,12,1666,-1,0,3,0,38,13,97,2
2012,1,8,0,7,2,2,98,0,97,5,1667,-1,0,22,3,51,14,98,1
2012,3,4,1,7,2,1,12,12,97,13,1668,-1,0,3,2,62,17,20,2
2012,1,1,2,7,1,2,9,0,97,14,1669,-1,0,4,2,47,12,14,3
2012,1,1,1,7,2,4,12,9,97,12,1670,-1,0,3,2,29,11,9,1
2012,2,4,4,7,2,2,12,11,97,18,1671,-1,0,2,1,37,14,18,2
2012,2,7,1,1,1,3,12,12,14,13,1672,-1,0,2,1,39,14,97,1
2012,3,2,2,7,2,2,12,12,97,16,1673,-1,0,2,2,46,20,14,3
2012,2,3,2,7,1,1,12,12,97,14,1674,-1,0,3,0,55,14,16,2
2012,1,1,7,7,1,2,8,6,97,97,1675,-1,0,4,0,27,12,12,2
2012,0,0,1,7,2,2,8,0,97,12,1676,-1,0,3,1,45,10,8,3
2012,1,0,0,1,2,3,12,0,12,11,1677,-1,0,2,2,71,12,8,1
2012,0,0,0,7,2,1,8,0,97,5,1678,-1,0,2,5,74,8,8,1
2012,0,4,4,7,2,4,12,0,97,16,1679,-1,0,1,0,18,11,16,2
2012,1,7,1,7,2,1,9,0,97,12,1680,-1,0,1,1,67,13,97,3
2012,2,7,2,1,1,3,12,12,13,14,1681,-1,0,3,3,49,14,97,3
2012,1,8,7,7,1,1,98,98,97,97,1682,-1,0,1,4,74,12,98,2
2012,0,0,0,0,1,3,12,12,1,1,1683,-1,0,6,2,67,2,1,1
2012,0,0,0,0,2,4,10,0,11,0,1684,-1,0,7,2,35,7,0,3
2012,1,0,0,7,1,1,12,12,97,4,1685,-1,0,5,0,36,12,3,2
2012,1,0,0,1,2,4,12,98,12,6,1686,-1,0,6,4,58,12,6,3
2012,1,1,8,7,2,5,12,8,97,12,1687,-1,0,6,0,21,13,12,1
2012,1,7,1,7,1,5,10,5,97,12,1688,-1,0,1,0,21,11,97,2
2012,3,1,0,7,2,4,98,11,97,8,1689,-1,0,2,0,43,17,12,1
2012,0,0,0,0,1,6,12,12,12,6,1690,-1,0,12,3,41,4,0,2
2012,0,0,0,0,1,5,12,12,4,0,1691,-1,0,4,3,44,1,0,3
2012,1,0,1,7,2,1,6,0,97,12,1692,-1,0,5,2,51,12,10,1
2012,1,2,0,7,1,4,98,0,97,11,1693,-1,0,2,0,22,12,98,2
2012,1,1,3,1,2,3,12,0,15,16,1694,-1,0,1,1,30,12,16,3
2012,0,7,1,7,1,2,5,2,97,14,1695,-1,0,4,0,18,11,97,2
2012,0,0,0,7,2,2,98,98,97,3,1696,-1,0,7,4,73,8,6,1
2012,1,1,1,1,2,2,12,0,13,12,1697,-1,0,1,1,38,12,9,2
2012,1,0,0,1,1,2,1,0,14,8,1698,-1,0,5,2,87,12,9,3
2012,1,7,0,7,2,1,9,9,97,6,1699,-1,0,12,4,39,13,97,2
2012,1,8,0,7,2,1,2,0,97,98,1700,-1,0,7,2,74,12,98,3
2012,1,1,2,1,2,2,12,12,14,14,1701,-1,0,1,2,31,14,12,1
2012,2,4,4,2,1,2,12,12,14,20,1702,-1,0,1,3,37,15,20,1
2012,1,1,1,1,2,2,12,0,12,12,1703,-1,0,2,3,31,14,10,3
2012,1,1,1,1,1,2,12,11,14,9,1704,-1,0,2,2,24,13,13,1
2012,4,7,4,3,1,2,12,12,16,19,1705,-1,0,1,2,32,19,97,3
2012,4,1,1,2,1,2,12,12,14,12,1706,-1,0,2,8,50,18,12,2
2012,0,1,1,7,2,3,98,0,97,14,1707,-1,0,2,0,20,11,98,2
2012,1,3,3,7,2,1,8,0,97,16,1708,-1,0,1,3,71,14,16,1
2012,4,0,0,7,2,2,12,0,97,8,1709,-1,0,5,1,88,16,8,2
2012,1,7,1,7,2,4,11,8,97,14,1710,-1,0,1,2,24,14,97,3
2012,1,8,0,7,2,2,2,13,97,6,1711,-1,0,15,3,56,14,98,3
2012,4,3,1,3,1,4,12,12,16,15,1712,-1,0,3,2,56,18,16,2
2012,2,7,3,1,2,2,11,0,13,16,1713,-1,0,7,3,49,16,97,1
2012,2,8,8,2,1,1,13,13,12,98,1714,-1,0,9,2,48,14,98,3
2012,1,1,1,1,1,4,12,12,12,12,1715,-1,0,3,2,59,12,16,3
2012,0,0,0,7,2,1,13,0,97,9,1716,-1,0,4,2,82,9,9,2
2012,2,0,1,0,2,2,12,1,9,12,1717,-1,0,3,3,65,14,6,2
2012,1,0,0,1,2,2,12,0,12,8,1718,-1,0,4,4,79,14,4,3
2012,1,1,1,1,1,2,12,12,12,12,1719,-1,0,2,2,49,12,12,1
2012,1,0,1,1,2,5,12,12,12,10,1720,-1,0,2,4,36,12,10,3
2012,4,2,4,1,1,3,12,12,12,19,1721,-1,0,3,5,55,20,14,1
2012,1,0,7,7,1,2,9,0,97,97,1722,-1,0,6,1,59,12,3,2
2012,4,1,0,3,2,5,12,10,16,8,1723,-1,0,3,3,52,18,12,1
2012,4,0,0,7,2,1,12,0,97,8,1724,-1,0,5,0,74,20,6,1
2012,3,1,7,4,1,3,12,12,18,97,1725,-1,0,1,1,33,16,12,3
2012,3,1,1,3,1,2,12,0,16,12,1726,-1,0,2,2,44,16,12,2
2012,3,1,1,3,2,5,12,0,16,12,1727,-1,0,1,3,48,16,12,3
2012,2,3,2,3,2,3,12,12,16,14,1728,-1,0,2,1,32,14,16,1
2012,4,2,1,1,2,3,12,0,14,13,1729,-1,0,1,1,39,20,14,3
2012,3,4,4,7,2,5,12,12,97,18,1730,-1,0,3,1,39,16,20,2
2012,4,7,1,4,2,3,12,0,19,12,1731,-1,0,1,2,54,19,97,1
2012,3,0,0,4,2,2,12,0,18,6,1732,-1,0,3,2,71,17,3,3
2012,1,1,1,7,2,4,12,12,97,13,1733,-1,0,2,0,35,13,12,1
2012,1,1,1,3,1,6,12,12,16,12,1734,-1,0,1,4,38,12,13,1
2012,1,1,1,7,2,1,9,9,97,12,1735,-1,0,3,0,52,13,12,2
2012,0,0,0,1,2,3,12,9,13,9,1736,-1,0,2,3,73,12,7,1
2012,1,0,0,7,2,1,12,0,97,10,1737,-1,0,6,2,75,13,8,2
2012,1,1,7,7,2,2,9,0,97,97,1738,-1,0,8,4,89,12,12,3
2012,1,0,0,7,1,2,12,12,97,8,1739,-1,0,8,3,46,13,8,1
2012,1,1,7,7,2,4,98,12,97,97,1740,-1,0,2,3,37,13,12,2
2012,1,8,0,7,2,1,10,0,97,10,1741,-1,0,3,0,84,12,98,1
2012,0,1,1,1,2,2,98,0,12,12,1742,-1,0,1,2,55,8,14,1
2012,1,0,8,7,1,3,12,0,97,13,1743,-1,0,2,3,73,12,4,3
2012,1,8,0,3,1,2,12,12,16,98,1744,-1,0,5,2,41,12,98,1
2012,1,7,1,7,2,3,9,0,97,12,1745,-1,0,4,3,51,12,97,3
2012,1,1,0,7,1,1,11,0,97,5,1746,-1,0,5,3,65,12,12,1
2012,1,8,8,1,1,2,9,0,12,98,1747,-1,0,4,1,58,12,98,1
2012,1,0,1,7,2,1,11,0,97,11,1748,-1,0,4,2,71,10,4,2
2012,1,1,1,7,2,3,12,12,97,14,1749,-1,0,6,2,32,14,11,3
2012,1,7,0,7,2,4,12,11,97,11,1750,-1,0,14,2,43,14,97,1
2012,0,1,1,7,2,2,1,0,97,12,1751,-1,0,6,2,28,8,12,3
2012,1,0,0,7,2,1,10,10,97,98,1752,-1,0,15,3,46,11,8,2
2012,0,0,0,0,2,2,98,98,98,0,1753,-1,0,9,4,49,4,3,3
2012,1,0,0,1,2,2,12,10,13,9,1754,-1,0,3,2,75,12,5,1
2012,1,0,0,7,2,1,11,11,97,8,1755,-1,0,15,0,54,13,6,1
2012,0,8,0,7,2,1,2,2,97,98,1756,-1,0,5,1,52,10,98,3
2012,1,1,1,7,1,2,12,2,97,12,1757,-1,0,3,0,21,14,12,2
2012,4,1,0,7,1,1,10,10,97,3,1758,-1,0,5,0,32,17,12,2
2012,1,1,0,1,2,1,12,12,13,11,1759,-1,0,4,4,36,14,12,3
2012,1,0,0,1,2,2,11,0,12,9,1760,-1,0,3,6,80,12,8,2
2012,1,1,1,4,2,4,12,9,17,11,1761,-1,0,3,3,54,14,12,3
2012,0,0,1,7,1,1,8,8,97,12,1762,-1,0,3,3,63,11,8,2
2012,1,0,0,7,1,1,11,11,97,11,1763,-1,0,5,3,53,12,8,3
2012,0,1,1,7,2,1,9,0,97,12,1764,-1,0,2,4,62,9,12,2
2012,0,7,8,0,2,2,12,10,12,98,1765,-1,0,3,3,61,6,97,1
2012,1,0,0,1,2,2,12,0,12,6,1766,-1,0,4,1,75,12,8,2
2012,1,1,1,1,1,2,13,12,12,12,1767,-1,0,1,2,65,14,12,1
2012,1,0,0,1,2,1,12,0,16,8,1768,-1,0,4,3,70,13,8,1
2012,0,0,0,7,1,1,6,0,97,4,1769,-1,0,1,4,78,10,4,3
2012,1,1,1,1,2,2,12,0,12,12,1770,-1,0,1,2,35,12,12,1
2012,2,1,1,1,1,2,12,0,14,12,1771,-1,0,1,2,70,15,12,3
2012,1,0,1,1,2,2,12,8,12,12,1772,-1,0,2,4,32,13,8,1
2012,1,1,1,1,1,2,98,0,12,12,1773,-1,0,1,5,78,12,12,3
2012,1,0,0,7,2,1,11,0,97,98,1774,-1,0,10,6,86,12,8,1
2012,1,1,3,1,1,2,12,12,14,16,1775,-1,0,0,1,59,12,12,2
2012,1,1,3,7,1,1,13,0,97,20,1776,-1,0,1,0,27,11,98,1
2012,1,1,0,1,1,2,12,12,12,11,1777,-1,0,2,2,60,12,12,2
2012,1,2,2,7,2,2,5,5,97,16,1778,-1,0,5,2,23,12,16,3
2012,1,0,0,1,1,2,12,10,12,8,1779,-1,0,6,0,61,12,8,2
2012,1,1,1,7,1,1,8,0,97,12,1780,-1,0,1,1,65,12,12,1
2012,1,0,0,1,1,2,12,12,12,8,1781,-1,0,2,1,51,12,8,3
2012,1,1,1,7,1,1,12,12,97,12,1782,-1,0,7,0,38,14,12,1
2012,3,1,0,1,1,1,12,12,13,5,1783,-1,0,0,0,39,16,12,1
2012,1,1,1,7,2,3,9,9,97,12,1784,-1,0,3,2,25,12,12,3
2012,1,1,1,1,1,3,12,3,12,12,1785,-1,0,3,3,33,12,12,1
2012,3,0,0,7,1,3,12,10,97,98,1786,-1,0,2,0,30,16,10,2
2012,1,1,0,7,1,4,12,0,97,9,1787,-1,0,1,0,30,12,13,1
2012,3,2,1,4,1,5,12,12,18,13,1788,-1,0,6,3,36,16,14,1
2012,1,3,1,7,1,1,10,10,97,12,1789,-1,0,4,2,35,12,12,1
2012,1,1,0,7,2,3,9,0,97,9,1790,-1,0,3,2,23,12,12,2
2012,3,7,8,7,1,1,12,12,97,98,1791,-1,0,3,0,27,17,97,1
2012,0,8,0,7,1,1,12,0,97,8,1792,-1,0,8,5,75,8,98,2
2012,3,1,1,7,2,4,12,12,97,12,1793,-1,0,9,3,31,16,12,3
2012,3,3,1,7,2,3,12,12,97,12,1794,-1,0,1,2,41,16,16,1
2012,1,1,1,1,1,6,12,0,12,12,1795,-1,0,1,2,71,12,12,3
2012,0,8,0,7,2,1,13,0,97,9,1796,-1,0,9,6,80,9,98,1
2012,1,0,1,1,2,2,12,9,14,12,1797,-1,0,6,0,33,14,98,2
2012,1,4,3,7,1,1,12,12,97,17,1798,-1,0,1,0,37,13,18,1
2012,4,3,3,4,1,6,12,12,15,16,1799,-1,0,1,4,44,16,16,2
2012,3,4,4,1,2,5,9,2,12,19,1800,-1,0,4,3,33,16,20,3
2012,1,0,0,1,2,3,12,0,15,11,1801,-1,0,6,3,45,12,12,2
2012,1,1,2,7,2,5,12,6,97,14,1802,-1,0,2,2,25,12,98,3
2012,3,3,1,7,2,1,12,12,97,12,1803,-1,0,2,0,26,17,16,1
2012,1,3,1,7,1,7,12,12,97,12,1804,-1,0,2,3,36,13,16,2
2012,0,0,1,0,1,2,12,12,8,16,1805,-1,0,3,3,86,8,5,3
2012,1,0,1,0,2,2,12,12,8,12,1806,-1,0,1,3,72,12,8,2
2012,2,1,1,7,2,8,10,0,97,12,1807,-1,0,5,7,36,14,12,3
2012,0,7,0,7,1,1,8,1,97,6,1808,-1,0,3,0,64,8,97,2
2012,1,0,1,1,2,7,12,10,12,12,1809,-1,0,11,4,49,13,6,3
2012,1,0,1,7,2,1,9,0,97,13,1810,-1,0,4,4,87,12,8,2
2012,0,7,0,1,2,2,98,98,98,0,1811,-1,0,5,5,52,4,97,3
2012,1,1,0,7,2,2,3,0,97,10,1812,-1,0,4,3,24,13,97,2
2012,1,7,0,1,1,1,13,13,12,8,1813,-1,0,2,1,61,12,97,3
2012,1,1,1,7,2,3,12,0,97,13,1814,-1,0,2,0,32,13,12,1
2012,1,3,2,3,1,5,12,12,16,14,1815,-1,0,2,3,42,12,16,2
2012,0,7,0,7,2,1,9,0,97,8,1816,-1,0,6,7,89,8,97,3
2012,1,1,1,7,2,1,12,4,97,12,1817,-1,0,8,6,59,12,12,3
2012,0,7,0,1,1,2,12,4,12,8,1818,-1,0,2,3,73,8,97,2
2012,1,0,0,1,2,2,98,0,12,8,1819,-1,0,4,3,70,12,8,3
2012,1,0,0,1,1,4,12,12,12,8,1820,-1,0,1,2,48,12,10,1
2012,1,1,7,7,2,3,9,4,97,97,1821,-1,0,2,1,21,11,13,2
2012,1,1,1,0,2,6,11,2,9,12,1822,-1,0,3,4,26,12,12,3
2012,1,0,0,7,2,1,10,9,97,8,1823,-1,0,6,4,74,12,9,1
2012,1,1,0,7,1,1,9,0,97,8,1824,-1,0,3,2,68,12,12,3
2012,3,1,1,7,2,1,12,0,97,12,1825,-1,0,1,2,69,16,12,1
2012,1,0,0,1,2,2,12,10,12,8,1826,-1,0,2,2,59,12,8,3
2012,1,0,0,1,1,3,12,12,12,98,1827,-1,0,3,1,56,12,8,1
2012,4,1,1,3,1,2,12,12,16,12,1828,-1,0,6,4,60,17,12,3
2012,1,0,1,7,2,2,12,8,97,12,1829,-1,0,4,1,54,12,6,1
2012,1,1,0,7,2,4,10,10,97,11,1830,-1,0,2,3,34,12,12,2
2012,1,1,1,1,2,3,12,12,15,12,1831,-1,0,1,1,35,12,12,1
2012,3,0,1,7,2,1,12,12,97,12,1832,-1,0,4,3,61,16,7,3
2012,4,0,0,2,1,2,12,3,14,8,1833,-1,0,2,2,79,19,7,2
2012,1,0,7,0,2,2,12,0,8,97,1834,-1,0,9,6,78,12,8,1
2012,1,7,3,1,2,4,12,0,11,16,1835,-1,0,6,2,33,14,97,3
2012,1,1,1,7,1,2,10,10,97,12,1836,-1,0,1,0,39,12,15,3
2012,2,7,1,7,1,1,9,9,97,12,1837,-1,0,6,0,36,14,97,3
2012,1,1,1,7,2,1,10,10,97,12,1838,-1,0,9,0,32,15,12,1
2012,1,0,1,7,2,1,12,9,97,12,1839,-1,0,5,2,74,12,8,2
2012,1,0,0,7,2,1,12,12,97,8,1840,-1,0,3,3,61,11,8,3
2012,3,3,7,7,1,2,12,12,97,97,1841,-1,0,0,1,29,18,16,2
2012,3,1,1,1,1,4,12,12,12,14,1842,-1,0,2,2,32,17,12,1
2012,1,1,1,7,2,1,11,11,97,12,1843,-1,0,7,0,32,11,12,2
2012,1,4,3,1,2,6,12,12,13,16,1844,-1,0,4,4,29,12,16,3
2012,4,4,4,2,2,2,12,12,14,20,1845,-1,0,2,0,46,20,20,1
2012,1,1,2,7,2,3,11,9,97,14,1846,-1,0,2,0,28,13,12,2
2012,3,4,1,7,1,5,12,12,97,12,1847,-1,0,1,2,47,17,20,3
2012,1,7,3,7,1,2,12,10,97,16,1848,-1,0,5,0,26,13,97,3
2012,1,1,1,1,2,2,12,10,12,12,1849,-1,0,5,3,79,12,14,1
2012,3,0,0,2,2,2,12,9,15,11,1850,-1,0,0,2,39,16,11,2
2012,1,0,0,0,2,2,12,0,10,8,1851,-1,0,2,5,79,12,5,3
2012,2,7,1,1,2,3,12,12,12,12,1852,-1,0,6,2,57,15,97,2
2012,1,1,0,7,1,1,7,0,97,11,1853,-1,0,16,3,49,12,13,3
2012,3,0,1,7,2,2,11,0,97,98,1854,-1,0,7,5,82,16,8,1
2012,1,1,1,3,1,4,13,13,16,12,1855,-1,0,6,3,55,12,9,2
2012,1,1,1,7,1,1,12,11,97,12,1856,-1,0,2,0,51,12,12,3
2012,1,0,0,1,1,2,11,0,12,11,1857,-1,0,2,1,73,12,10,1
2012,3,1,1,1,1,2,11,8,15,12,1858,-1,0,9,3,78,16,13,2
2012,4,7,3,3,2,2,13,0,16,16,1859,-1,0,1,2,60,20,97,1
2012,1,0,8,1,1,2,13,13,12,12,1860,-1,0,3,4,62,14,10,2
2012,2,1,1,1,2,2,13,0,12,12,1861,-1,0,2,2,65,14,12,3
2012,1,1,1,1,2,2,11,0,10,11,1862,-1,0,8,2,44,10,10,2
2012,0,7,2,1,2,3,2,0,10,14,1863,-1,0,10,1,20,11,97,2
2012,0,0,0,1,2,2,12,0,12,8,1864,-1,0,10,3,62,11,4,3
2012,1,1,0,7,1,2,11,11,97,11,1865,-1,0,6,0,55,17,12,1
2012,4,0,1,1,1,2,12,0,12,12,1866,-1,0,5,2,71,18,10,1
2012,1,1,1,1,1,2,13,0,12,12,1867,-1,0,5,0,71,12,12,1
2012,3,1,1,7,2,1,12,12,97,12,1868,-1,0,3,0,33,16,12,2
2012,0,0,0,0,2,2,11,0,11,6,1869,-1,0,4,2,56,10,11,1
2012,2,1,1,1,2,4,12,12,12,12,1870,-1,0,2,2,44,14,11,3
2012,2,1,1,7,2,1,11,10,97,12,1871,-1,0,11,3,51,14,12,2
2012,0,8,7,1,1,2,9,0,12,97,1872,-1,0,3,8,64,7,98,1
2012,1,1,0,1,1,5,12,0,12,9,1873,-1,0,5,2,76,12,14,2
2012,1,1,1,7,1,1,13,13,97,12,1874,-1,0,3,1,54,12,12,3
2012,2,1,1,1,2,2,12,13,12,12,1875,-1,0,1,1,56,14,14,2
2012,1,7,0,0,1,2,98,0,9,98,1876,-1,0,2,2,89,12,97,2
2012,1,1,0,1,2,4,12,5,13,11,1877,-1,0,2,2,36,12,12,3
2012,4,3,0,7,2,2,12,0,97,98,1878,-1,0,1,2,87,18,16,1
2012,1,7,1,1,2,6,10,10,12,12,1879,-1,0,2,2,44,12,97,3
2012,1,2,3,2,1,2,12,11,15,16,1880,-1,0,3,0,26,12,14,3
2012,3,1,4,1,2,3,12,9,12,18,1881,-1,0,2,1,25,16,12,2
2012,0,0,0,0,2,2,11,9,4,6,1882,-1,0,9,1,60,4,98,3
2012,1,0,0,1,2,4,98,12,13,98,1883,-1,0,6,3,47,13,98,1
2012,0,8,8,7,2,1,8,0,97,98,1884,-1,0,5,5,74,4,98,3
2012,3,1,2,7,2,3,12,12,97,14,1885,-1,0,5,1,28,19,13,1
2012,0,7,0,7,2,2,9,0,97,98,1886,-1,0,11,4,54,10,97,3
2012,4,4,1,7,2,1,12,12,97,15,1887,-1,0,5,1,66,16,20,2
2012,0,0,1,7,1,3,7,0,97,12,1888,-1,0,9,2,66,6,98,3
2012,1,8,1,7,2,4,2,2,97,12,1889,-1,0,2,4,31,12,98,3
2012,1,1,1,0,1,3,12,9,10,12,1890,-1,0,2,2,44,11,12,1
2012,1,0,1,1,1,4,12,12,12,12,1891,-1,0,3,2,45,12,8,3
2012,1,0,0,7,1,2,10,0,97,12,1892,-1,0,4,1,51,12,10,3
2012,1,7,0,7,1,1,11,0,97,8,1893,-1,0,21,3,61,12,97,3
2012,1,7,3,7,1,1,12,12,97,15,1894,-1,0,5,0,23,13,97,3
2012,1,1,3,7,1,6,11,11,97,14,1895,-1,0,3,5,33,14,12,1
2012,0,0,0,0,1,2,98,0,6,7,1896,-1,0,8,1,77,3,98,3
2012,2,1,1,7,1,1,11,11,97,12,1897,-1,0,1,0,28,15,12,1
2012,1,7,0,1,2,2,10,0,12,98,1898,-1,0,7,2,55,12,97,2
2012,1,8,0,1,1,2,12,2,12,98,1899,-1,0,3,1,56,12,98,1
2012,0,0,0,7,1,3,11,9,97,6,1900,-1,0,12,1,29,6,8,3
2012,1,3,1,7,2,5,12,0,97,13,1901,-1,0,2,0,19,12,17,2
2012,1,0,0,7,2,1,12,12,97,9,1902,-1,0,8,3,61,12,3,3
2012,0,0,0,0,1,4,3,3,6,0,1903,-1,0,8,2,31,4,2,1
2012,0,8,0,7,2,5,9,2,97,3,1904,-1,0,2,4,25,8,98,3
2012,1,0,0,2,1,2,12,0,14,98,1905,-1,0,4,2,68,10,3,1
2012,1,8,0,7,2,2,9,9,97,98,1906,-1,0,7,2,62,14,98,2
